timestamp,open,high,low,close,volume
2025-08-12 16:10:00+09:00,4348.0,4348.0,4344.0,4345.0,117507.43870684
2025-08-12 16:15:00+09:00,4344.0,4351.0,4341.0,4351.0,195366.22892349
2025-08-12 16:20:00+09:00,4350.0,4351.0,4344.0,4347.0,199978.43755337
2025-08-12 16:25:00+09:00,4348.0,4349.0,4345.0,4345.0,154320.19826657
2025-08-12 16:30:00+09:00,4346.0,4348.0,4340.0,4341.0,441796.31698289
2025-08-12 16:35:00+09:00,4342.0,4343.0,4334.0,4335.0,640600.28423977
2025-08-12 16:40:00+09:00,4335.0,4338.0,4329.0,4336.0,499711.68468537997
2025-08-12 16:45:00+09:00,4337.0,4339.0,4335.0,4337.0,170732.85750781
2025-08-12 16:50:00+09:00,4338.0,4344.0,4337.0,4342.0,275838.19714964996
2025-08-12 16:55:00+09:00,4343.0,4343.0,4338.0,4341.0,209367.61986841
2025-08-12 17:00:00+09:00,4341.0,4342.0,4328.0,4329.0,341481.3721881
2025-08-12 17:05:00+09:00,4329.0,4331.0,4320.0,4329.0,675216.3717903
2025-08-12 17:10:00+09:00,4329.0,4337.0,4327.0,4333.0,482564.64077504
2025-08-12 17:15:00+09:00,4333.0,4334.0,4327.0,4328.0,307910.95738832
2025-08-12 17:20:00+09:00,4328.0,4332.0,4325.0,4330.0,187762.64034132002
2025-08-12 17:25:00+09:00,4330.0,4331.0,4325.0,4326.0,262014.78993456002
2025-08-12 17:30:00+09:00,4325.0,4328.0,4322.0,4327.0,290853.7697229
2025-08-12 17:35:00+09:00,4326.0,4329.0,4322.0,4329.0,213060.40137159
2025-08-12 17:40:00+09:00,4328.0,4346.0,4327.0,4343.0,481517.50512052
2025-08-12 17:45:00+09:00,4342.0,4350.0,4339.0,4343.0,519670.16947317
2025-08-12 17:50:00+09:00,4342.0,4343.0,4333.0,4336.0,331428.51466703
2025-08-12 17:55:00+09:00,4336.0,4337.0,4324.0,4330.0,483986.46011553
2025-08-12 18:00:00+09:00,4331.0,4335.0,4326.0,4327.0,414942.67864811
2025-08-12 18:05:00+09:00,4327.0,4333.0,4312.0,4317.0,904015.34228947
2025-08-12 18:10:00+09:00,4316.0,4319.0,4310.0,4311.0,725068.19983446
2025-08-12 18:15:00+09:00,4312.0,4319.0,4309.0,4314.0,532668.59990728
2025-08-12 18:20:00+09:00,4315.0,4320.0,4312.0,4312.0,483240.26229923
2025-08-12 18:25:00+09:00,4313.0,4324.0,4310.0,4324.0,457087.7426746
2025-08-12 18:30:00+09:00,4324.0,4324.0,4314.0,4315.0,211372.12373076
2025-08-12 18:35:00+09:00,4315.0,4323.0,4313.0,4319.0,149241.49827892
2025-08-12 18:40:00+09:00,4319.0,4320.0,4315.0,4317.0,210242.14560348
2025-08-12 18:45:00+09:00,4317.0,4320.0,4315.0,4318.0,186224.85995841
2025-08-12 18:50:00+09:00,4318.0,4323.0,4315.0,4316.0,179843.71581406
2025-08-12 18:55:00+09:00,4316.0,4317.0,4306.0,4310.0,566074.76776458
2025-08-12 19:00:00+09:00,4310.0,4311.0,4302.0,4302.0,1073558.7617718999
2025-08-12 19:05:00+09:00,4302.0,4307.0,4296.0,4296.0,2625743.39361729
2025-08-12 19:10:00+09:00,4296.0,4296.0,4282.0,4287.0,2366676.78591354
2025-08-12 19:15:00+09:00,4288.0,4297.0,4284.0,4293.0,896034.40711608
2025-08-12 19:20:00+09:00,4293.0,4304.0,4293.0,4303.0,851301.58197364
2025-08-12 19:25:00+09:00,4303.0,4308.0,4301.0,4306.0,436702.82752903004
2025-08-12 19:30:00+09:00,4306.0,4316.0,4305.0,4316.0,521889.76606734004
